Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
February 28 2023,Davidson,TN,Passenger,1,0,1,57,58,1.72
August 31 2024,San Diego,CA,Truck,1,0,1,386,387,0.26
September 30 2017,Clallam,WA,Truck,0,0,0,21087,21087,0
August 31 2019,Cowlitz,WA,Truck,0,0,0,28891,28891,0
March 31 2021,Whatcom,WA,Passenger,1297,574,1871,150279,152150,1.23
July 31 2018,Deschutes,OR,Passenger,1,0,1,179,180,0.56
June 30 2017,Multnomah,OR,Passenger,1,3,4,1017,1021,0.39
November 30 2022,Pima,AZ,Passenger,1,0,1,258,259,0.39
October 31 2024,Honolulu,HI,Passenger,3,1,4,231,235,1.7
August 31 2023,Clallam,WA,Truck,18,0,18,21645,21663,0.08
August 31 2018,Island,WA,Truck,0,0,0,21025,21025,0
July 31 2017,Whitman,WA,Truck,0,0,0,8425,8425,0
August 31 2019,Lewis,WA,Passenger,105,98,203,59347,59550,0.34
July 31 2023,Walla Walla,WA,Passenger,226,114,340,35340,35680,0.95
March 31 2023,Lincoln,WA,Passenger,18,17,35,7690,7725,0.45
October 31 2020,San Mateo,CA,Passenger,2,1,3,124,127,2.36
May 31 2023,Norfolk,MA,Passenger,1,0,1,23,24,4.17
August 31 2022,San Juan,WA,Passenger,528,163,691,13977,14668,4.71
January 31 2018,Anne Arundel,MD,Passenger,0,1,1,469,470,0.21
December 31 2019,Contra Costa,CA,Passenger,3,2,5,338,343,1.46
November 30 2020,Stevens,WA,Truck,0,0,0,18656,18656,0
January 31 2018,Honolulu,HI,Passenger,2,2,4,577,581,0.69
October 31 2024,Pinal,AZ,Passenger,2,1,3,59,62,4.84
March 31 2020,Ulster,NY,Passenger,1,0,1,15,16,6.25
February 29 2020,Moore,NC,Passenger,0,1,1,172,173,0.58
September 30 2019,Cascade,MT,Passenger,0,1,1,66,67,1.49
March 31 2021,DeKalb,GA,Passenger,1,0,1,70,71,1.41
December 31 2018,Bucks,PA,Passenger,1,0,1,20,21,4.76
June 30 2022,Lake,IN,Passenger,0,1,1,10,11,9.09
November 30 2024,Kent,RI,Truck,1,0,1,3,4,25
December 31 2024,Allegheny,PA,Passenger,2,0,2,45,47,4.26
February 28 2018,Thurston,WA,Truck,0,0,0,53886,53886,0
June 30 2020,Multnomah,OR,Passenger,4,7,11,761,772,1.42
July 31 2024,Camden,GA,Passenger,1,0,1,93,94,1.06
December 31 2020,Salt Lake,UT,Passenger,1,1,2,197,199,1.01
April 30 2021,Travis,TX,Passenger,3,4,7,190,197,3.55
August 31 2020,Kittitas,WA,Truck,0,0,0,14553,14553,0
September 30 2021,Lincoln,WA,Truck,0,0,0,4780,4780,0
March 31 2024,Volusia,FL,Truck,1,0,1,4,5,20
November 30 2024,Oldham,KY,Passenger,0,1,1,4,5,20
February 28 2019,Washington,OR,Passenger,0,1,1,487,488,0.2
March 31 2023,San Juan,WA,Truck,10,0,10,5910,5920,0.17
March 31 2021,Flathead,MT,Passenger,2,0,2,59,61,3.28
March 31 2020,Essex,MA,Passenger,1,0,1,28,29,3.45
October 31 2022,Bryan,GA,Passenger,0,1,1,36,37,2.7
January 31 2021,Pacific,WA,Truck,0,0,0,7795,7795,0
May 31 2019,Flathead,MT,Passenger,1,0,1,70,71,1.41
September 30 2024,Ventura,CA,Passenger,2,3,5,201,206,2.43
July 31 2022,Harnett,NC,Passenger,3,0,3,174,177,1.69
December 31 2024,Placer,CA,Passenger,3,0,3,52,55,5.45
February 28 2022,Pierce,WA,Passenger,4477,2165,6642,551201,557843,1.19
November 30 2022,Jefferson,WA,Truck,5,0,5,9372,9377,0.05
November 30 2024,Chelan,WA,Truck,74,0,74,22703,22777,0.32
June 30 2022,Kootenai,ID,Passenger,1,1,2,183,185,1.08
February 28 2023,Washington,OR,Passenger,1,0,1,314,315,0.32
August 31 2023,,,Passenger,6,2,8,288,296,2.7
August 31 2023,Rockingham,NH,Passenger,1,0,1,18,19,5.26
December 31 2019,Jefferson,WA,Passenger,217,135,352,25164,25516,1.38
August 31 2017,Jefferson,WA,Truck,0,0,0,9423,9423,0
July 31 2022,Maui,HI,Passenger,1,0,1,23,24,4.17
November 30 2024,Yakima,WA,Passenger,982,391,1373,166448,167821,0.82
March 31 2022,Grays Harbor,WA,Passenger,204,157,361,49262,49623,0.73
March 31 2019,Kittitas,WA,Passenger,71,37,108,29427,29535,0.37
December 31 2019,,,Passenger,7,2,9,417,426,2.11
August 31 2020,Lee,FL,Passenger,1,0,1,48,49,2.04
June 30 2023,Pinal,AZ,Passenger,0,1,1,102,103,0.97
October 31 2023,Cascade,MT,Passenger,0,1,1,33,34,2.94
June 30 2021,San Diego,CA,Passenger,19,4,23,2627,2650,0.87
December 31 2017,Charles,MD,Passenger,0,1,1,86,87,1.15
October 31 2017,Clark,NV,Passenger,2,3,5,808,813,0.62
May 31 2020,Santa Clara,CA,Passenger,10,2,12,333,345,3.48
January 31 2021,Queens,NY,Passenger,1,0,1,55,56,1.79
January 31 2019,Lincoln,WA,Truck,0,0,0,4662,4662,0
August 31 2024,Stafford,VA,Passenger,2,0,2,63,65,3.08
December 31 2024,Beaufort,SC,Passenger,1,0,1,21,22,4.55
July 31 2021,Whatcom,WA,Passenger,1475,615,2090,150470,152560,1.37
August 31 2019,Clark,WA,Truck,0,0,0,80815,80815,0
October 31 2018,Deschutes,OR,Passenger,3,0,3,174,177,1.69
April 30 2018,Palm Beach,FL,Passenger,0,2,2,90,92,2.17
November 30 2020,Calvert,MD,Passenger,0,2,2,89,91,2.2
July 31 2021,Nueces,TX,Passenger,1,0,1,79,80,1.25
May 31 2021,Wahkiakum,WA,Truck,0,0,0,1795,1795,0
August 31 2023,Wahkiakum,WA,Truck,4,0,4,1766,1770,0.23
August 31 2018,Douglas,WA,Truck,0,0,0,12025,12025,0
October 31 2023,Duval,FL,Truck,1,0,1,51,52,1.92
June 30 2023,Franklin,WA,Passenger,307,138,445,61895,62340,0.71
November 30 2019,Alameda,CA,Passenger,4,1,5,307,312,1.6
September 30 2020,Montgomery,PA,Passenger,1,0,1,29,30,3.33
September 30 2018,Prince George's,MD,Passenger,1,1,2,187,189,1.06
March 31 2021,Camden,NJ,Passenger,0,1,1,14,15,6.67
October 31 2021,Coryell,TX,Passenger,1,0,1,105,106,0.94
May 31 2023,Eagle,CO,Passenger,1,0,1,7,8,12.5
September 30 2018,Chelan,WA,Passenger,117,59,176,53794,53970,0.33
June 30 2024,Whatcom,WA,Passenger,3369,1214,4583,147804,152387,3.01
July 31 2018,Multnomah,OR,Passenger,3,4,7,824,831,0.84
December 31 2022,Moore,NC,Passenger,0,1,1,128,129,0.78
June 30 2017,Palm Beach,FL,Passenger,0,2,2,100,102,1.96
February 28 2023,New Haven,CT,Passenger,0,2,2,28,30,6.67
March 31 2019,Oldham,KY,Passenger,0,1,1,5,6,16.67
September 30 2017,Yakima,WA,Truck,0,0,0,57695,57695,0
September 30 2017,Island,WA,Truck,0,0,0,20552,20552,0
November 30 2019,Lewis,WA,Truck,0,0,0,26108,26108,0
March 31 2019,Lincoln,WA,Truck,0,0,0,4681,4681,0
December 31 2020,Garfield,WA,Truck,0,0,0,994,994,0
October 31 2020,Portsmouth,VA,Passenger,0,1,1,70,71,1.41
February 28 2018,Juneau,AK,Passenger,0,1,1,45,46,2.17
September 30 2021,Albemarle,VA,Passenger,2,0,2,26,28,7.14
October 31 2023,Goochland,VA,Passenger,3,2,5,78,83,6.02
September 30 2020,Alexandria,VA,Passenger,3,0,3,134,137,2.19
November 30 2020,Albemarle,VA,Passenger,1,0,1,26,27,3.7
January 31 2017,Kittitas,WA,Truck,0,0,0,13415,13415,0
June 30 2023,Clark,WA,Truck,97,0,97,81350,81447,0.12
October 31 2022,Chesterfield,VA,Passenger,1,0,1,42,43,2.33
November 30 2022,Pulaski,AR,Passenger,3,0,3,37,40,7.5
February 28 2021,Penobscot,ME,Passenger,0,2,2,11,13,15.38
December 31 2020,Hamilton,IN,Passenger,2,0,2,39,41,4.88
March 31 2021,Washington,MD,Passenger,1,0,1,10,11,9.09
September 30 2020,Jefferson,WA,Passenger,258,149,407,24706,25113,1.62
September 30 2017,,,Passenger,3,0,3,436,439,0.68
April 30 2023,Kent,DE,Passenger,1,0,1,52,53,1.89
August 31 2024,Duval,FL,Passenger,2,1,3,200,203,1.48
February 28 2022,Montgomery,AL,Passenger,2,0,2,38,40,5
May 31 2024,Hardin,KY,Truck,1,0,1,17,18,5.56
November 30 2024,King,WA,Truck,1991,2,1993,167883,169876,1.17
January 31 2018,Benton,WA,Truck,0,0,0,40705,40705,0
August 31 2021,Clallam,WA,Passenger,350,217,567,50467,51034,1.11
December 31 2020,Skamania,WA,Passenger,33,22,55,8342,8397,0.65
April 30 2021,Collin,TX,Passenger,2,1,3,132,135,2.22
January 31 2017,Orleans,LA,Passenger,0,1,1,53,54,1.85
January 31 2024,Orange,FL,Passenger,5,0,5,64,69,7.25
July 31 2018,Lee,AL,Passenger,1,0,1,37,38,2.63
May 31 2020,Whatcom,WA,Passenger,1060,494,1554,149172,150726,1.03
January 31 2024,Franklin,WA,Passenger,392,169,561,62293,62854,0.89
June 30 2023,Grays Harbor,WA,Passenger,296,187,483,48305,48788,0.99
September 30 2019,Pacific,WA,Truck,0,0,0,7670,7670,0
May 31 2018,Tarrant,TX,Passenger,1,0,1,224,225,0.44
November 30 2018,Williamson,TX,Passenger,0,1,1,166,167,0.6
March 31 2021,Leavenworth,KS,Passenger,0,1,1,106,107,0.93
April 30 2018,Flathead,MT,Passenger,1,0,1,60,61,1.64
August 31 2018,DuPage,IL,Passenger,1,0,1,59,60,1.67
January 31 2024,Oldham,KY,Passenger,0,1,1,4,5,20
August 31 2021,Alameda,CA,Passenger,6,0,6,251,257,2.33
December 31 2020,Williamson,TX,Passenger,0,2,2,153,155,1.29
January 31 2024,Charleston,SC,Passenger,0,2,2,56,58,3.45
May 31 2024,Lincoln,OR,Passenger,1,0,1,23,24,4.17
August 31 2023,Thurston,WA,Truck,70,0,70,53700,53770,0.13
May 31 2018,King,WA,Truck,7,1,8,183075,183083,0
December 31 2021,Stevens,WA,Passenger,55,44,99,30234,30333,0.33
May 31 2022,Garfield,WA,Passenger,0,3,3,1321,1324,0.23
August 31 2023,Tarrant,TX,Passenger,2,0,2,106,108,1.85
April 30 2019,Wayne,MI,Passenger,0,1,1,70,71,1.41
September 30 2020,Muskogee,OK,Passenger,0,1,1,2,3,33.33
July 31 2023,Cook,IL,Passenger,3,2,5,189,194,2.58
March 31 2023,St. Louis,MN,Passenger,0,1,1,8,9,11.11
January 31 2025,Lake,IL,Passenger,4,0,4,96,100,4
November 30 2018,Sumter,FL,Passenger,0,1,1,10,11,9.09
March 31 2021,Ulster,NY,Passenger,1,0,1,14,15,6.67
October 31 2023,Whatcom,WA,Passenger,2817,991,3808,147662,151470,2.51
May 31 2018,Prince William,VA,Passenger,0,5,5,264,269,1.86
December 31 2017,Kent,MI,Passenger,0,1,1,36,37,2.7
March 31 2021,Alexandria,VA,Passenger,3,0,3,132,135,2.22
October 31 2018,Santa Rosa,FL,Passenger,1,0,1,91,92,1.09
January 31 2023,Sacramento,CA,Truck,1,0,1,40,41,2.44
March 31 2020,Clallam,WA,Passenger,214,162,376,50637,51013,0.74
February 28 2021,Utah,UT,Passenger,0,1,1,143,144,0.69
August 31 2020,Moore,NC,Passenger,0,2,2,167,169,1.18
March 31 2021,Lake,FL,Passenger,1,0,1,24,25,4
September 30 2021,Tom Green,TX,Passenger,0,1,1,19,20,5
February 28 2019,Franklin,MA,Passenger,0,1,1,2,3,33.33
March 31 2018,Benton,WA,Passenger,176,185,361,130752,131113,0.28
February 28 2025,Asotin,WA,Truck,5,0,5,6385,6390,0.08
July 31 2022,Geary,KS,Passenger,1,0,1,91,92,1.09
December 31 2020,Goochland,VA,Passenger,4,3,7,284,291,2.41
March 31 2024,Kern,CA,Passenger,1,1,2,169,171,1.17
January 31 2022,Clallam,WA,Truck,1,0,1,22117,22118,0
May 31 2017,Cowlitz,WA,Truck,0,0,0,27870,27870,0
July 31 2024,Whitman,WA,Truck,11,0,11,8590,8601,0.13
August 31 2017,Kittitas,WA,Truck,0,0,0,13613,13613,0
June 30 2019,Grays Harbor,WA,Passenger,73,83,156,47911,48067,0.32
March 31 2022,Orange,NC,Passenger,1,0,1,11,12,8.33
June 30 2022,Lexington,SC,Passenger,1,0,1,24,25,4
April 30 2019,Lee,AL,Passenger,1,0,1,36,37,2.7
September 30 2021,Pierce,WA,Passenger,3872,2059,5931,557917,563848,1.05
October 31 2024,Whatcom,WA,Truck,139,0,139,42129,42268,0.33
November 30 2018,Sussex,NJ,Passenger,1,0,1,1,2,50
November 30 2021,Prince William,VA,Passenger,1,3,4,211,215,1.86
July 31 2021,Sevier,AR,Passenger,0,1,1,0,1,100
November 30 2019,Thurston,WA,Passenger,1034,696,1730,198914,200644,0.86
July 31 2019,Franklin,WA,Passenger,52,70,122,60119,60241,0.2
March 31 2023,Prince George's,MD,Passenger,2,2,4,138,142,2.82
January 31 2021,Douglas,WA,Truck,0,0,0,12496,12496,0
January 31 2022,DuPage,IL,Passenger,3,1,4,59,63,6.35
October 31 2017,Whitman,WA,Truck,0,0,0,8440,8440,0
April 30 2017,Orange,CA,Passenger,2,1,3,665,668,0.45
March 31 2024,Kootenai,ID,Passenger,2,2,4,111,115,3.48
July 31 2017,Grays Harbor,WA,Passenger,36,35,71,44841,44912,0.16
August 31 2020,San Mateo,CA,Passenger,1,1,2,122,124,1.61
September 30 2023,Clackamas,OR,Passenger,0,1,1,125,126,0.79
March 31 2019,Rogers,OK,Passenger,1,0,1,6,7,14.29
February 29 2020,Frederick,MD,Passenger,1,1,2,72,74,2.7
February 28 2025,San Juan,WA,Truck,46,0,46,5670,5716,0.8
May 31 2022,Saratoga,NY,Passenger,1,0,1,46,47,2.13
August 31 2019,Montgomery,AL,Passenger,1,1,2,43,45,4.44
May 31 2020,Whitman,WA,Passenger,45,48,93,22154,22247,0.42
December 31 2019,Essex,MA,Passenger,1,0,1,30,31,3.23
November 30 2024,Lincoln,OR,Passenger,1,0,1,21,22,4.55
January 31 2022,Lake,FL,Passenger,1,0,1,25,26,3.85
January 31 2025,Spokane,WA,Passenger,4324,1917,6241,315655,321896,1.94
May 31 2020,Okanogan,WA,Passenger,34,32,66,25865,25931,0.25
December 31 2024,El Paso,CO,Passenger,8,6,14,392,406,3.45
May 31 2021,Harris,TX,Passenger,1,1,2,254,256,0.78
March 31 2018,Honolulu,HI,Passenger,2,2,4,565,569,0.7
January 31 2025,Suffolk,VA,Passenger,1,1,2,80,82,2.44
July 31 2023,Essex,MA,Passenger,1,0,1,13,14,7.14
January 31 2020,Tulsa,OK,Passenger,1,0,1,61,62,1.61
October 31 2018,Franklin,WA,Passenger,35,66,101,58729,58830,0.17
January 31 2023,Kent,DE,Passenger,1,0,1,55,56,1.79
March 31 2021,Moore,NC,Passenger,0,1,1,147,148,0.68
March 31 2018,Orleans,LA,Passenger,0,1,1,45,46,2.17
September 30 2021,Okaloosa,FL,Passenger,0,1,1,121,122,0.82
August 31 2020,Washoe,NV,Passenger,1,0,1,108,109,0.92
April 30 2023,Hays,TX,Passenger,1,0,1,10,11,9.09
September 30 2017,Adams,WA,Passenger,3,3,6,12257,12263,0.05
May 31 2021,Hampshire,MA,Passenger,1,0,1,10,11,9.09
June 30 2023,Orange,FL,Passenger,4,0,4,76,80,5
June 30 2019,Ramsey,MN,Passenger,1,0,1,49,50,2
September 30 2022,Galveston,TX,Passenger,1,1,2,20,22,9.09
December 31 2021,Hanover,VA,Passenger,1,0,1,3,4,25
July 31 2023,Pierce,WA,Passenger,7864,2824,10688,527873,538561,1.98
July 31 2022,Skamania,WA,Passenger,76,47,123,8129,8252,1.49
February 28 2025,Leavenworth,KS,Passenger,4,2,6,65,71,8.45
August 31 2020,Penobscot,ME,Passenger,0,2,2,15,17,11.76
March 31 2022,Asotin,WA,Truck,0,0,0,6744,6744,0
January 31 2019,Mason,WA,Truck,0,0,0,20211,20211,0
June 30 2021,DuPage,IL,Passenger,3,1,4,56,60,6.67
November 30 2023,Honolulu,HI,Passenger,5,2,7,315,322,2.17
August 31 2023,Franklin,WA,Passenger,355,149,504,61991,62495,0.81
January 31 2017,Benton,WA,Passenger,129,129,258,127822,128080,0.2
December 31 2020,Moore,NC,Passenger,0,1,1,161,162,0.62
April 30 2024,Baltimore,MD,Passenger,1,0,1,68,69,1.45
December 31 2024,Frederick,MD,Passenger,1,2,3,44,47,6.38
January 31 2017,Lewis,NY,Passenger,0,1,1,10,11,9.09
April 30 2024,Clackamas,OR,Passenger,0,1,1,104,105,0.95
October 31 2021,Pennington,SD,Passenger,1,0,1,33,34,2.94
August 31 2022,Prince William,VA,Passenger,0,3,3,193,196,1.53
September 30 2017,Nantucket,MA,Passenger,1,0,1,3,4,25
March 31 2022,Coryell,TX,Passenger,1,0,1,102,103,0.97
August 31 2024,Lee,AL,Passenger,1,0,1,12,13,7.69
October 31 2021,Bartow,GA,Passenger,0,1,1,4,5,20
December 31 2020,Snohomish,WA,Passenger,5030,1839,6869,538215,545084,1.26
November 30 2017,Charles,MD,Passenger,0,1,1,85,86,1.16
May 31 2022,Coryell,TX,Passenger,1,0,1,99,100,1
May 31 2023,Kent,DE,Passenger,1,0,1,51,52,1.92
September 30 2024,Snohomish,WA,Truck,504,0,504,119061,119565,0.42
September 30 2021,Collin,TX,Passenger,3,0,3,122,125,2.4
April 30 2021,Arlington,VA,Passenger,0,1,1,156,157,0.64
November 30 2022,Jefferson,IL,Passenger,1,0,1,1,2,50
September 30 2023,Okanogan,WA,Truck,7,0,7,16360,16367,0.04
February 28 2021,Adams,WA,Truck,0,0,0,5342,5342,0
April 30 2020,Lewis,WA,Passenger,99,108,207,58622,58829,0.35
November 30 2018,Tarrant,TX,Passenger,1,0,1,215,216,0.46
May 31 2023,Monterey,CA,Passenger,1,3,4,131,135,2.96
October 31 2024,Chesterfield,VA,Passenger,1,0,1,32,33,3.03
April 30 2024,Williamson,TX,Passenger,1,1,2,64,66,3.03
October 31 2023,Sarpy,NE,Passenger,1,0,1,62,63,1.59
April 30 2021,Cameron,TX,Passenger,1,0,1,22,23,4.35
December 31 2022,Washoe,NV,Passenger,1,0,1,62,63,1.59
July 31 2018,DuPage,IL,Passenger,1,0,1,64,65,1.54
May 31 2023,Cowlitz,WA,Truck,8,0,8,28231,28239,0.03
September 30 2022,Multnomah,OR,Passenger,2,3,5,588,593,0.84
January 31 2023,Charles,MD,Passenger,1,1,2,58,60,3.33
August 31 2021,Monterey,CA,Passenger,1,3,4,164,168,2.38
January 31 2022,Okaloosa,FL,Passenger,0,1,1,117,118,0.85
September 30 2018,Clark,WA,Truck,0,0,0,79328,79328,0
May 31 2023,Skagit,WA,Passenger,1077,402,1479,88822,90301,1.64
July 31 2020,Essex,MA,Passenger,1,0,1,24,25,4
September 30 2021,Norfolk,VA,Passenger,2,3,5,299,304,1.64
June 30 2020,Dakota,MN,Passenger,0,1,1,34,35,2.86
June 30 2024,Allegheny,PA,Passenger,3,0,3,57,60,5
May 31 2024,Tooele,UT,Passenger,2,0,2,8,10,20
December 31 2017,DeKalb,IN,Passenger,1,0,1,1,2,50
September 30 2024,Grant,WA,Truck,36,0,36,28057,28093,0.13
May 31 2021,Grays Harbor,WA,Truck,0,0,0,21415,21415,0
August 31 2020,District of Columbia,DC,Passenger,1,0,1,191,192,0.52
January 31 2019,Moore,NC,Passenger,0,1,1,187,188,0.53
April 30 2017,Charles,MD,Passenger,0,1,1,90,91,1.1
November 30 2020,Nassau,FL,Passenger,1,0,1,39,40,2.5
May 31 2020,Charleston,SC,Passenger,1,0,1,109,110,0.91
August 31 2023,Onslow,NC,Passenger,0,1,1,141,142,0.7
December 31 2020,El Dorado,CA,Passenger,1,0,1,39,40,2.5
August 31 2022,Autauga,AL,Passenger,1,0,1,16,17,5.88
November 30 2024,Sussex,NJ,Passenger,1,0,1,0,1,100
October 31 2017,Walla Walla,WA,Truck,0,0,0,13252,13252,0
July 31 2018,Santa Clara,CA,Passenger,7,0,7,393,400,1.75
July 31 2020,Arapahoe,CO,Passenger,1,0,1,137,138,0.72
August 31 2021,Powhatan,VA,Passenger,1,0,1,1,2,50
May 31 2020,Valencia,NM,Passenger,1,0,1,7,8,12.5
August 31 2020,Denton,TX,Passenger,1,0,1,102,103,0.97
December 31 2019,Whitman,WA,Passenger,42,46,88,22660,22748,0.39
January 31 2020,Cowlitz,WA,Truck,0,0,0,29018,29018,0
January 31 2023,Hudson,NJ,Passenger,2,0,2,36,38,5.26
January 31 2023,Deschutes,OR,Passenger,2,0,2,101,103,1.94
May 31 2019,Goochland,VA,Passenger,1,1,2,266,268,0.75
July 31 2024,Johnson,MO,Passenger,1,0,1,22,23,4.35
December 31 2023,Snohomish,WA,Truck,280,0,280,120390,120670,0.23
May 31 2022,Cowlitz,WA,Passenger,320,175,495,70603,71098,0.7
May 31 2024,Duval,FL,Passenger,2,1,3,218,221,1.36
September 30 2024,Sacramento,CA,Passenger,1,0,1,138,139,0.72
December 31 2019,Lake,CA,Passenger,0,1,1,12,13,7.69
April 30 2023,Orange,NC,Passenger,1,0,1,7,8,12.5
February 29 2020,Twin Falls,ID,Passenger,0,1,1,30,31,3.23
December 31 2020,Island,WA,Truck,0,0,0,21312,21312,0
December 31 2019,Travis,TX,Passenger,4,2,6,216,222,2.7
August 31 2022,Henrico,VA,Passenger,0,1,1,21,22,4.55
May 31 2019,Manassas,VA,Passenger,0,1,1,8,9,11.11
February 29 2024,Newport,RI,Passenger,1,2,3,49,52,5.77
February 28 2023,Island,WA,Passenger,972,408,1380,60913,62293,2.22
October 31 2021,Douglas,CO,Passenger,0,1,1,90,91,1.1
January 31 2023,Sedgwick,KS,Passenger,0,1,1,78,79,1.27
April 30 2019,Montgomery,AL,Passenger,1,1,2,46,48,4.17
March 31 2020,Goochland,VA,Passenger,2,1,3,285,288,1.04
August 31 2023,Suffolk,MA,Passenger,3,1,4,30,34,11.76
June 30 2024,Pierce,WA,Truck,324,0,324,133228,133552,0.24
November 30 2021,Franklin,WA,Truck,0,0,0,20759,20759,0
April 30 2023,Skagit,WA,Passenger,1049,386,1435,88801,90236,1.59
August 31 2018,Klickitat,WA,Passenger,24,31,55,15277,15332,0.36
April 30 2021,Kootenai,ID,Passenger,0,1,1,220,221,0.45
July 31 2022,San Diego,CA,Passenger,22,8,30,2506,2536,1.18
June 30 2024,Baltimore,MD,Passenger,1,0,1,66,67,1.49
July 31 2023,Polk,OR,Passenger,1,1,2,22,24,8.33
September 30 2017,Saratoga,NY,Passenger,1,1,2,72,74,2.7
March 31 2024,Cumberland,PA,Passenger,1,0,1,43,44,2.27
January 31 2018,Spokane,WA,Truck,1,0,1,91719,91720,0
March 31 2017,Douglas,WA,Passenger,29,19,48,26586,26634,0.18
November 30 2024,Los Angeles,CA,Passenger,9,2,11,489,500,2.2
March 31 2023,Anchorage,AK,Passenger,1,0,1,125,126,0.79
January 31 2025,York,VA,Passenger,1,0,1,63,64,1.56
April 30 2019,Shasta,CA,Passenger,1,0,1,40,41,2.44
June 30 2018,San Francisco,CA,Passenger,1,2,3,131,134,2.24
November 30 2021,Palm Beach,FL,Passenger,1,1,2,66,68,2.94
June 30 2018,Klamath,OR,Passenger,1,0,1,38,39,2.56
January 31 2020,Eagle,CO,Passenger,1,0,1,6,7,14.29
May 31 2020,Ferry,WA,Passenger,5,3,8,4333,4341,0.18
October 31 2019,San Joaquin,CA,Passenger,1,0,1,149,150,0.67
June 30 2024,Nueces,TX,Passenger,2,1,3,54,57,5.26
August 31 2021,Prince George's,MD,Passenger,2,1,3,158,161,1.86
September 30 2022,Kings,NY,Passenger,1,0,1,63,64,1.56
December 31 2020,Okanogan,WA,Passenger,54,35,89,26051,26140,0.34
January 31 2017,Gwinnett,GA,Passenger,0,1,1,99,100,1
December 31 2018,Columbia,WA,Truck,0,0,0,1517,1517,0
June 30 2024,Sedgwick,KS,Passenger,0,1,1,54,55,1.82
February 29 2024,Bay,FL,Passenger,1,0,1,24,25,4
September 30 2019,Lake,CA,Passenger,0,1,1,11,12,8.33
August 31 2022,Lake,FL,Passenger,1,0,1,22,23,4.35
August 31 2024,Plaquemines,LA,Passenger,1,0,1,17,18,5.56
November 30 2024,Beaufort,SC,Passenger,1,0,1,23,24,4.17
October 31 2017,St. Clair,IL,Passenger,0,1,1,166,167,0.6
February 28 2023,San Mateo,CA,Passenger,2,0,2,91,93,2.15
May 31 2019,Norfolk,VA,Passenger,2,2,4,332,336,1.19
October 31 2018,Clark,NV,Passenger,3,3,6,780,786,0.76
March 31 2020,Richland,SC,Passenger,0,1,1,152,153,0.65
April 30 2021,Garfield,WA,Truck,0,0,0,1004,1004,0
January 31 2018,Thurston,WA,Truck,0,0,0,53861,53861,0
May 31 2024,Saratoga,NY,Passenger,1,1,2,35,37,5.41
October 31 2020,Polk,FL,Passenger,1,0,1,77,78,1.28
November 30 2018,Bexar,TX,Passenger,3,4,7,732,739,0.95
March 31 2023,Philadelphia,PA,Passenger,0,1,1,53,54,1.85
November 30 2021,Owyhee,ID,Passenger,1,0,1,2,3,33.33
April 30 2018,Franklin,WA,Passenger,37,59,96,57381,57477,0.17
October 31 2021,Pinellas,FL,Passenger,0,1,1,107,108,0.93
January 31 2023,Maricopa,AZ,Passenger,19,5,24,1021,1045,2.3
January 31 2025,Hartford,CT,Passenger,1,0,1,15,16,6.25
June 30 2023,Sussex,NJ,Passenger,1,0,1,2,3,33.33
March 31 2018,Clark,WA,Passenger,918,639,1557,305899,307456,0.51
January 31 2022,Grant,WA,Passenger,140,99,239,66741,66980,0.36
January 31 2021,Harnett,NC,Passenger,1,0,1,207,208,0.48
February 28 2021,Garfield,WA,Truck,0,0,0,1003,1003,0
April 30 2017,Mercer,NJ,Passenger,0,1,1,19,20,5
April 30 2024,Montgomery,PA,Passenger,1,0,1,19,20,5
December 31 2022,Camden,NJ,Passenger,0,1,1,13,14,7.14
August 31 2019,Berkshire,MA,Passenger,0,1,1,4,5,20
September 30 2021,Cook,IL,Passenger,2,0,2,234,236,0.85
